"chamber_id","name","area_id"
,"Diputación del Distrito Local 13 SINALOA",0
,"Diputación del Distrito Local 14 SINALOA",0
,"Diputación del Distrito Local 15 SINALOA",0
,"Diputación del Distrito Local 16 SINALOA",0
,"Diputación del Distrito Local 17 SINALOA",0
,"Diputación del Distrito Local 18 SINALOA",0
,"Diputación del Distrito Local 19 SINALOA",0
,"Diputación del Distrito Local 20 SINALOA",0
,"Diputación del Distrito Local 21 SINALOA",0
,"Diputación del Distrito Local 22 SINALOA",0
,"Diputación del Distrito Local 23 SINALOA",0
,"Diputación del Distrito Local 24 SINALOA",0
,"Diputación del Distrito Local 1 SONORA",0
,"Diputación del Distrito Local 2 SONORA",0
,"Diputación del Distrito Local 3 SONORA",0
,"Diputación del Distrito Local 4 SONORA",0
,"Diputación del Distrito Local 5 SONORA",0
,"Diputación del Distrito Local 6 SONORA",0
,"Diputación del Distrito Local 7 SONORA",0
,"Diputación del Distrito Local 8 SONORA",0
,"Diputación del Distrito Local 9 SONORA",0
,"Diputación del Distrito Local 10 SONORA",0
,"Diputación del Distrito Local 11 SONORA",0
,"Diputación del Distrito Local 12 SONORA",0
,"Diputación del Distrito Local 13 SONORA",0
,"Diputación del Distrito Local 14 SONORA",0
,"Diputación del Distrito Local 15 SONORA",0
,"Diputación del Distrito Local 16 SONORA",0
,"Diputación del Distrito Local 17 SONORA",0
,"Diputación del Distrito Local 18 SONORA",0
,"Diputación del Distrito Local 19 SONORA",0
,"Diputación del Distrito Local 20 SONORA",0
,"Diputación del Distrito Local 21 SONORA",0
,"Diputación del Distrito Local 1 TABASCO",0
,"Diputación del Distrito Local 2 TABASCO",0
,"Diputación del Distrito Local 3 TABASCO",0
,"Diputación del Distrito Local 4 TABASCO",0
,"Diputación del Distrito Local 5 TABASCO",0
,"Diputación del Distrito Local 6 TABASCO",0
,"Diputación del Distrito Local 7 TABASCO",0
,"Diputación del Distrito Local 8 TABASCO",0
,"Diputación del Distrito Local 9 TABASCO",0
,"Diputación del Distrito Local 10 TABASCO",0
,"Diputación del Distrito Local 11 TABASCO",0
,"Diputación del Distrito Local 12 TABASCO",0
,"Diputación del Distrito Local 13 TABASCO",0
,"Diputación del Distrito Local 14 TABASCO",0
,"Diputación del Distrito Local 15 TABASCO",0
,"Diputación del Distrito Local 16 TABASCO",0
,"Diputación del Distrito Local 17 TABASCO",0
,"Diputación del Distrito Local 18 TABASCO",0
,"Diputación del Distrito Local 19 TABASCO",0
,"Diputación del Distrito Local 20 TABASCO",0
,"Diputación del Distrito Local 21 TABASCO",0
,"Diputación del Distrito Local 1 TAMAULIPAS",0
,"Diputación del Distrito Local 2 TAMAULIPAS",0
,"Diputación del Distrito Local 3 TAMAULIPAS",0
,"Diputación del Distrito Local 4 TAMAULIPAS",0
,"Diputación del Distrito Local 5 TAMAULIPAS",0
,"Diputación del Distrito Local 6 TAMAULIPAS",0
,"Diputación del Distrito Local 7 TAMAULIPAS",0
,"Diputación del Distrito Local 8 TAMAULIPAS",0
,"Diputación del Distrito Local 9 TAMAULIPAS",0
,"Diputación del Distrito Local 10 TAMAULIPAS",0
,"Diputación del Distrito Local 11 TAMAULIPAS",0
,"Diputación del Distrito Local 12 TAMAULIPAS",0
,"Diputación del Distrito Local 13 TAMAULIPAS",0
,"Diputación del Distrito Local 14 TAMAULIPAS",0
,"Diputación del Distrito Local 15 TAMAULIPAS",0
,"Diputación del Distrito Local 16 TAMAULIPAS",0
,"Diputación del Distrito Local 17 TAMAULIPAS",0
,"Diputación del Distrito Local 18 TAMAULIPAS",0
,"Diputación del Distrito Local 19 TAMAULIPAS",0
,"Diputación del Distrito Local 20 TAMAULIPAS",0
,"Diputación del Distrito Local 21 TAMAULIPAS",0
,"Diputación del Distrito Local 22 TAMAULIPAS",0
,"Diputación del Distrito Local 1 TLAXCALA",0
,"Diputación del Distrito Local 2 TLAXCALA",0
,"Diputación del Distrito Local 3 TLAXCALA",0
,"Diputación del Distrito Local 4 TLAXCALA",0
,"Diputación del Distrito Local 5 TLAXCALA",0
,"Diputación del Distrito Local 6 TLAXCALA",0
,"Diputación del Distrito Local 7 TLAXCALA",0
,"Diputación del Distrito Local 8 TLAXCALA",0
,"Diputación del Distrito Local 9 TLAXCALA",0
,"Diputación del Distrito Local 10 TLAXCALA",0
,"Diputación del Distrito Local 11 TLAXCALA",0
,"Diputación del Distrito Local 12 TLAXCALA",0
,"Diputación del Distrito Local 13 TLAXCALA",0
,"Diputación del Distrito Local 14 TLAXCALA",0
,"Diputación del Distrito Local 15 TLAXCALA",0
,"Diputación del Distrito Local 1 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 2 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 3 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 4 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 5 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 6 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 7 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 8 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 9 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 10 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 11 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 12 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 13 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 14 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 15 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 16 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 17 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 18 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 19 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 20 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 21 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 22 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 23 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 24 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 25 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 26 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 27 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 28 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 29 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 30 VERACRUZ DE IGNACIO DE LA LLAVE",0
,"Diputación del Distrito Local 1 YUCATÁN",0
,"Diputación del Distrito Local 2 YUCATÁN",0
,"Diputación del Distrito Local 3 YUCATÁN",0
,"Diputación del Distrito Local 4 YUCATÁN",0
,"Diputación del Distrito Local 5 YUCATÁN",0
,"Diputación del Distrito Local 6 YUCATÁN",0
,"Diputación del Distrito Local 7 YUCATÁN",0
,"Diputación del Distrito Local 8 YUCATÁN",0
,"Diputación del Distrito Local 9 YUCATÁN",0
,"Diputación del Distrito Local 10 YUCATÁN",0
,"Diputación del Distrito Local 11 YUCATÁN",0
,"Diputación del Distrito Local 12 YUCATÁN",0
,"Diputación del Distrito Local 13 YUCATÁN",0
,"Diputación del Distrito Local 14 YUCATÁN",0
,"Diputación del Distrito Local 15 YUCATÁN",0
,"Diputación del Distrito Local 1 ZACATECAS",0
,"Diputación del Distrito Local 2 ZACATECAS",0
,"Diputación del Distrito Local 3 ZACATECAS",0
,"Diputación del Distrito Local 4 ZACATECAS",0
,"Diputación del Distrito Local 5 ZACATECAS",0
,"Diputación del Distrito Local 6 ZACATECAS",0
,"Diputación del Distrito Local 7 ZACATECAS",0
,"Diputación del Distrito Local 8 ZACATECAS",0
,"Diputación del Distrito Local 9 ZACATECAS",0
,"Diputación del Distrito Local 10 ZACATECAS",0
,"Diputación del Distrito Local 11 ZACATECAS",0
,"Diputación del Distrito Local 12 ZACATECAS",0
,"Diputación del Distrito Local 13 ZACATECAS",0
,"Diputación del Distrito Local 14 ZACATECAS",0
,"Diputación del Distrito Local 15 ZACATECAS",0
,"Diputación del Distrito Local 16 ZACATECAS",0
,"Diputación del Distrito Local 17 ZACATECAS",0
,"Diputación del Distrito Local 18 ZACATECAS",0
,"Presidencia del municipio de DURANGO",0
,"Presidencia del municipio de GÓMEZ PALACIO",0
,"Presidencia del municipio de LERDO",0
,"Presidencia del municipio de PUEBLO NUEVO",0
,"Presidencia del municipio de GUADALUPE VICTORIA",0
1136,"Presidencia de MÉXICO",
1137,"Diputación del Distrito Federal 6 de YUCATÁN",1137
1138,"Diputación del Distrito Federal 13 de NUEVO LEÓN",1138
1139,"Diputación del Distrito Federal 14 de NUEVO LEÓN",1139
1140,"Diputación del Distrito Federal 6 de QUERÉTARO",1140
1141,"Diputación del Distrito Federal 9 de BAJA CALIFORNIA",1141
1142,"Diputación del Distrito Federal 8 de COAHUILA DE ZARAGOZA",1142
1143,"Diputación del Distrito Federal 16 de PUEBLA",1143
1144,"Presidencia del municipio de GENERAL ESCOBEDO",1144
1145,"Presidencia del municipio de GARCÍA",1145
1146,"Presidencia del municipio de APODACA",1146
1147,"Presidencia del municipio de TEHUACÁN",1147
1148,"Presidencia del municipio de VILLAHERMOSA",1148
1149,"Presidencia del municipio de SANTA CATARINA",1149
1150,"Presidencia del municipio de SAN NICOLÁS DE LOS GARZA",1150
1151,"Presidencia del municipio de JUÁREZ",1151
1152,"Presidencia del municipio de GUADALUPE",1152
1153,"Presidencia del municipio de TAPACHULA",1153
1154,"Presidencia del municipio de CHILPANCINGO DE LOS BRAVO",1154
1155,"Presidencia del municipio de CABO SAN LUCAS",1155
1156,"Presidencia del municipio de PACHUCA DE SOTO",1156
1157,"Presidencia del municipio de AHOME",1157
1158,"Presidencia del municipio de MAZATLÁN",1158
1159,"Presidencia del municipio de REYNOSA",1159
1160,"Presidencia del municipio de MATAMOROS",1160
1161,"Presidencia del municipio de NUEVO LAREDO",1161
1162,"Presidencia del municipio de SOLIDARIDAD",1162
1163,"Presidencia del municipio de SOLEDAD DE GRACIANO SÁNCHEZ",1163
1164,"Presidencia del municipio de VICTORIA",1164
1165,"Diputación por representación proporcional de la circuscripción  1",1165
1166,"Diputación por representación proporcional de la circuscripción  2",1166
1167,"Diputación por representación proporcional de la circuscripción  3",1167
1168,"Diputación por representación proporcional de la circuscripción  4",1168
1169,"Diputación por representación proporcional de la circuscripción  5",1169
1170,"Senaduría por representación proporcional",1170
1171,"Presidencia del municipio de ATIZAPÁN",1171
1172,"Presidencia del municipio de COACALCO",1172
1173,"Presidencia del municipio de CHALCO",1173
1174,"Presidencia del municipio de HUIXQUILUCAN",1174
1175,"Presidencia del municipio de METEPEC",1175
1176,"Presidencia del municipio de TEXCOCO",1176
1177,"Presidencia del municipio de ZUMPANGO",1177
1178,"Presidencia del municipio de VALLE DE CHALCO SOLIDARIDAD",1178
1179,"Presidencia del municipio de LA PAZ (EDOMEX)",1179
